geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
12394,64332,NFKBIZ,NFKB inhibitor zeta,0.99981,0.674,0.577
12399,64359,NXN,nucleoredoxin,0.99725,0.584,0.577
12400,64374,SIL1,SIL1 nucleotide exchange factor,0.012265,0.584,0.731
12401,64375,IKZF4,IKAROS family zinc finger 4,0.89759,0.861,0.192
12405,64388,GREM2,"gremlin 2, DAN family BMP antagonist",0.031824,0.722,0.5
12406,64393,ZMAT3,zinc finger matrin-type 3,0.00019034,0.751,0.269
12411,64399,HHIP,hedgehog interacting protein,0.95436,0.55,0.654
12417,64410,KLHL25,kelch like family member 25,1.5932e-15,0.89,0.077
12419,64412,GZF1,GDNF inducible zinc finger protein 1,0.0017798,0.76,0.231
12422,64419,MTMR14,myotubularin related protein 14,1.3607e-07,0.674,0.615
12423,64420,SUSD1,sushi domain containing 1,2.169e-13,1,0.077
12424,64421,DCLRE1C,DNA cross-link repair 1C,2.4874e-07,0.544,0.808
12426,64423,INF2,"inverted formin, FH2 and WH2 domain containing",0.97346,0.644,0.423
12434,64446,DNAI2,dynein axonemal intermediate chain 2,9.5317e-13,0.666,0.5
12435,64478,CSMD1,CUB and Sushi multiple domains 1,1,0.61,0.5
12441,64581,CLEC7A,C-type lectin domain containing 7A,5.5087e-12,0.553,0.769
12452,64651,CSRNP1,cysteine and serine rich nuclear protein 1,0.34269,0.805,0.269
12458,64699,TMPRSS3,transmembrane serine protease 3,6.0739e-11,0.65,0.538
12469,64747,MFSD1,major facilitator superfamily domain containing 1,3.3314e-17,0.89,0.077
12473,64754,SMYD3,SET and MYND domain containing 3,1.4438e-07,0.633,0.462
12476,64757,MTARC1,mitochondrial amidoxime reducing component 1,4.5163e-08,0.821,0.192
12477,64759,TNS3,tensin 3,1,0.653,0.615
12478,64761,PARP12,poly(ADP-ribose) polymerase family member 12,9.2524e-08,0.821,0.269
12485,64770,CCDC14,coiled-coil domain containing 14,7.7963e-15,1,0.077
12486,64771,ILRUN,inflammation and lipid regulator with UBA-like and NBR1-like domains,0.85127,0.705,0.385
12491,64780,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1",3.3837e-22,0.736,0.308
12494,64783,RBM15,RNA binding motif protein 15,0.99474,0.736,0.154
12495,64784,CRTC3,CREB regulated transcription coactivator 3,0.86585,0.705,0.269
12498,64788,LMF1,lipase maturation factor 1,5.1419e-16,0.769,0.231
12506,64802,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,0.035353,0.656,0.269
12507,64805,P2RY12,purinergic receptor P2Y12,0.0016859,0.533,0.731
12509,64816,CYP3A43,cytochrome P450 family 3 subfamily A member 43,1.7165e-11,0.821,0.154
12511,64837,KLC2,kinesin light chain 2,0.97506,0.736,0.346
12512,64838,FNDC4,fibronectin type III domain containing 4,0.88104,0.821,0.192
12514,64840,PORCN,porcupine O-acyltransferase,0.99953,0.545,0.692
12521,64850,ETNPPL,ethanolamine-phosphate phospho-lyase,7.5088e-05,0.78,0.192
12528,64857,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,1.3557e-09,0.705,0.423
12530,64859,NABP1,nucleic acid binding protein 1,3.2763e-05,0.711,0.423
12533,64866,CDCP1,CUB domain containing protein 1,0.0001002,0.604,0.654
12540,64919,BCL11B,BAF chromatin remodeling complex subunit BCL11B,0.98881,0.568,0.731
12557,65005,MRPL9,mitochondrial ribosomal protein L9,0.00015633,0.861,0.077
12561,65018,PINK1,PTEN induced kinase 1,1.8749e-10,0.516,0.769
12562,65055,REEP1,receptor accessory protein 1,0.98632,0.653,0.423
12563,65057,ACD,ACD shelterin complex subunit and telomerase recruitment factor,1.1148e-12,0.603,0.731
12564,65059,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,0.99985,0.593,0.654
12566,65062,TMEM237,transmembrane protein 237,1.8704e-12,0.612,0.538
12567,65065,NBEAL1,neurobeachin like 1,5.1093e-33,0.638,0.692
12569,65078,RTN4R,reticulon 4 receptor,0.95882,0.595,0.692
12570,65080,MRPL44,mitochondrial ribosomal protein L44,2.0628e-09,0.805,0.308
12571,65082,VPS33A,VPS33A core subunit of CORVET and HOPS complexes,0.18206,0.695,0.538
12573,65084,TMEM135,transmembrane protein 135,0.7786,0.751,0.346
12577,65109,UPF3B,UPF3B regulator of nonsense mediated mRNA decay,0.98497,0.619,0.615
12581,65125,WNK1,WNK lysine deficient protein kinase 1,1,0.416,0.846
12583,65217,PCDH15,protocadherin related 15,8.0283e-25,0.601,0.577
12589,65250,CPLANE1,ciliogenesis and planar polarity effector 1,5.8778e-36,0.575,0.692
12591,65258,MPPE1,metallophosphoesterase 1,1.2197e-09,0.736,0.346
12593,65263,PYCR3,pyrroline-5-carboxylate reductase 3,2.338e-05,,
12594,65264,UBE2Z,ubiquitin conjugating enzyme E2 Z,0.93838,0.601,0.654
12596,65266,WNK4,WNK lysine deficient protein kinase 4,6.8806e-25,0.644,0.538
12597,65267,WNK3,WNK lysine deficient protein kinase 3,0.99999,0.751,0.346
12599,65975,STK33,serine/threonine kinase 33,2.1656e-06,0.666,0.346
12602,65980,BRD9,bromodomain containing 9,0.015373,0.729,0.308
12610,65991,FUNDC2,FUN14 domain containing 2,0.059823,0.76,0.385
12611,65992,DDRGK1,DDRGK domain containing 1,3.0689e-07,0.736,0.269
12612,65993,MRPS34,mitochondrial ribosomal protein S34,0.0026375,0.722,0.346
12615,65998,C11orf95,chromosome 11 open reading frame 95,,0.78,0.115
12628,78989,COLEC11,collectin subfamily member 11,0.017539,0.641,0.654
12629,78990,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2",4.5366e-11,0.861,0.192
12639,79001,VKORC1,vitamin K epoxide reductase complex subunit 1,0.16163,0.603,0.731
12644,79007,DBNDD1,dysbindin domain containing 1,6.35e-05,1,0.038
12647,79012,CAMKV,CaM kinase like vesicle associated,0.99696,0.931,0.077
12651,79018,GID4,GID complex subunit 4 homolog,0.92062,1,0.038
12654,79026,AHNAK,AHNAK nucleoprotein,0.89827,0.623,0.615
12664,79042,TSEN34,tRNA splicing endonuclease subunit 34,0.3613,0.722,0.346
12666,79048,SECISBP2,SECIS binding protein 2,2.1874e-18,0.792,0.269
12668,79053,ALG8,"ALG8 alpha-1,3-glucosyltransferase",1.1804e-08,0.659,0.577
12669,79054,TRPM8,transient receptor potential cation channel subfamily M member 8,4.5964e-29,0.553,0.808
12674,79068,FTO,FTO alpha-ketoglutarate dependent dioxygenase,8.364e-08,0.486,0.885
12685,79083,MLPH,melanophilin,4.383e-10,0.743,0.423
12688,79087,ALG12,"ALG12 alpha-1,6-mannosyltransferase",1.1758e-07,0.705,0.5
12693,79096,C11orf49,chromosome 11 open reading frame 49,2.2431e-11,0.931,0.077
12697,79101,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D",8.4009e-06,0.821,0.115
12699,79104,MEG8,"maternally expressed 8, small nucleolar RNA host gene",,0.76,0.192
12700,79109,MAPKAP1,MAPK associated protein 1,0.99991,0.61,0.731
12702,79133,NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5,3.1138e-10,0.674,0.462
12706,79139,DERL1,derlin 1,0.00021136,0.576,0.654
12707,79140,CCDC28B,coiled-coil domain containing 28B,3.2253e-09,0.659,0.538
12709,79143,MBOAT7,membrane bound O-acyltransferase domain containing 7,0.113,0.612,0.5
12712,79147,FKRP,fukutin related protein,9.8362e-06,0.513,0.731
12716,79152,FA2H,fatty acid 2-hydroxylase,0.14678,0.573,0.654
12717,79153,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,1.6968e-15,1,0.077
12722,79158,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,7.6824e-19,0.592,0.731
12727,79172,CENPO,centromere protein O,1.8941e-09,0.805,0.269
12733,79184,BRCC3,BRCA1/BRCA2-containing complex subunit 3,0.0063932,0.686,0.5
12735,79188,TMEM43,transmembrane protein 43,1.1608e-12,0.653,0.462
12739,79228,THOC6,THO complex 6,0.00047835,0.705,0.577
12740,79258,MMEL1,membrane metalloendopeptidase like 1,1.2441e-22,0.606,0.692
12748,79365,BHLHE41,basic helix-loop-helix family member e41,0.99212,0.623,0.577
12749,79366,HMGN5,high mobility group nucleosome binding domain 5,0.30957,0.65,0.423
12752,79370,BCL2L14,BCL2 like 14,3.3304e-05,0.78,0.192
12756,79415,CYBC1,cytochrome b-245 chaperone 1,0.0006032,0.736,0.462
12770,79571,GCC1,GRIP and coiled-coil domain containing 1,1.4478e-06,0.769,0.192
12773,79574,EPS8L3,EPS8 like 3,9.2378e-14,0.78,0.231
12775,79576,NKAP,NFKB activating protein,0.99735,0.76,0.269
12776,79577,CDC73,cell division cycle 73,0.99995,0.543,0.615
12777,79581,SLC52A2,solute carrier family 52 member 2,0.0024777,0.483,0.808
12779,79583,TMEM231,transmembrane protein 231,3.1399e-07,0.554,0.692
12782,79587,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial",9.5929e-08,0.7,0.423
12783,79589,RNF128,ring finger protein 128,0.22826,0.769,0.385
12785,79591,ARMH3,armadillo like helical domain containing 3,6.2765e-06,0.931,0.077
12790,79600,TCTN1,tectonic family member 1,1.0708e-15,0.597,0.615
12791,79602,ADIPOR2,adiponectin receptor 2,0.36218,0.564,0.731
12797,79613,TANGO6,transport and golgi organization 6 homolog,6.3244e-14,0.89,0.077
12799,79621,RNASEH2B,ribonuclease H2 subunit B,3.2569e-09,0.595,0.615
12806,79628,SH3TC2,SH3 domain and tetratricopeptide repeats 2,8.3409e-16,0.666,0.385
12808,79631,EFL1,elongation factor like GTPase 1,5.1247e-08,0.638,0.577
12810,79633,FAT4,FAT atypical cadherin 4,1,0.539,0.808
12813,79641,ROGDI,rogdi atypical leucine zipper,2.5516e-09,0.663,0.462
12816,79644,SRD5A3,steroid 5 alpha-reductase 3,0.00024941,0.604,0.692
12818,79648,MCPH1,microcephalin 1,7.76e-30,0.54,0.846
12820,79650,USB1,U6 snRNA biogenesis phosphodiesterase 1,0.000687,0.636,0.577
12821,79651,RHBDF2,rhomboid 5 homolog 2,0.0011919,0.595,0.538
12825,79658,ARHGAP10,Rho GTPase activating protein 10,1.3092e-17,0.76,0.269
12826,79659,DYNC2H1,dynein cytoplasmic 2 heavy chain 1,1.1366e-44,0.555,0.731
12830,79664,ICE2,interactor of little elongation complex ELL subunit 2,1.3236e-13,0.89,0.077
12841,79677,SMC6,structural maintenance of chromosomes 6,2.659e-06,0.931,0.077
12849,79690,GAL3ST4,galactose-3-O-sulfotransferase 4,2.2251e-12,0.89,0.154
12852,79694,MANEA,mannosidase endo-alpha,0.00052273,0.729,0.385
12856,79698,ZMAT4,zinc finger matrin-type 4,0.075538,0.78,0.192
12860,79705,LRRK1,leucine rich repeat kinase 1,4.5228e-10,0.78,0.115
12862,79709,COLGALT1,collagen beta(1-O)galactosyltransferase 1,5.9074e-08,0.76,0.346
12869,79717,PPCS,phosphopantothenoylcysteine synthetase,0.0080389,0.792,0.308
12870,79718,TBL1XR1,TBL1X receptor 1,0.99995,0.534,0.808
12871,79719,AAGAB,alpha and gamma adaptin binding protein,3.8664e-07,0.695,0.538
12873,79722,ANKRD55,ankyrin repeat domain 55,6.7577e-08,0.65,0.462
12877,79727,LIN28A,lin-28 homolog A,0.019369,0.523,0.731
12878,79728,PALB2,partner and localizer of BRCA2,3.0379e-19,0.485,0.769
12881,79731,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial",7.1092e-08,0.65,0.577
12883,79734,KCTD17,potassium channel tetramerization domain containing 17,0.017683,0.743,0.308
12885,79738,BBS10,Bardet-Biedl syndrome 10,1.7467e-12,0.644,0.538
12896,79751,SLC25A22,solute carrier family 25 member 22,0.0066081,0.595,0.577
12898,79753,SNIP1,Smad nuclear interacting protein 1,0.42167,0.682,0.462
12904,79763,ISOC2,isochorismatase domain containing 2,1.297e-05,0.931,0.038
12905,79767,ELMO3,engulfment and cell motility 3,6.6894e-16,0.743,0.192
12906,79770,TXNDC15,thioredoxin domain containing 15,0.0096478,0.736,0.615
12910,79777,ACBD4,acyl-CoA binding domain containing 4,1.0857e-06,1,0.077
12914,79783,SUGCT,succinyl-CoA:glutarate-CoA transferase,2.8168e-09,0.686,0.385
12917,79789,CLMN,calmin,1.5344e-08,0.839,0.154
12921,79796,ALG9,"ALG9 alpha-1,2-mannosyltransferase",0.00064044,0.644,0.654
12922,79797,ZNF408,zinc finger protein 408,1.1792e-06,0.678,0.269
12923,79798,ARMC5,armadillo repeat containing 5,0.1075,0.67,0.5
12931,79807,GSTCD,glutathione S-transferase C-terminal domain containing,1.4216e-07,0.839,0.231
12932,79809,TTC21B,tetratricopeptide repeat domain 21B,2.704e-26,0.619,0.654
12934,79811,SLTM,SAFB like transcription modulator,0.99785,0.78,0.231
12936,79813,EHMT1,euchromatic histone lysine methyltransferase 1,1,0.46,0.808
12944,79823,CAMKMT,calmodulin-lysine N-methyltransferase,1.3806e-15,0.51,0.808
12958,79840,NHEJ1,non-homologous end joining factor 1,0.0041944,0.705,0.385
12964,79846,CFAP69,cilia and flagella associated protein 69,7.3323e-08,0.931,0.038
12966,79848,CSPP1,centrosome and spindle pole associated protein 1,3.26e-29,0.544,0.769
12969,79852,EPHX3,epoxide hydrolase 3,1.6489e-15,0.839,0.115
12970,79853,TM4SF20,transmembrane 4 L six family member 20,0.0001862,0.931,0.038
12979,79867,TCTN2,tectonic family member 2,1.8379e-14,0.578,0.654
12980,79868,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,0.99998,0.631,0.577
12986,79874,RABEP2,"rabaptin, RAB GTPase binding effector protein 2",0.0011388,0.682,0.654
12987,79875,THSD4,thrombospondin type 1 domain containing 4,4.8082e-07,0.78,0.269
12988,79876,UBA5,ubiquitin like modifier activating enzyme 5,0.00025218,0.582,0.731
12990,79882,ZC3H14,zinc finger CCCH-type containing 14,0.88291,0.691,0.308
13000,79893,GGNBP2,gametogenetin binding protein 2,1,0.7,0.423
13004,79899,PRR5L,proline rich 5 like,0.065457,0.736,0.346
13011,79912,PYROXD1,pyridine nucleotide-disulphide oxidoreductase domain 1,6.2976e-09,0.769,0.269
13013,79915,ATAD5,ATPase family AAA domain containing 5,1,0.711,0.385
13019,79924,ADM2,adrenomedullin 2,0.020009,0.711,0.462
13024,79932,KIAA0319L,KIAA0319 like,0.0012186,0.711,0.423
13025,79933,SYNPO2L,synaptopodin 2 like,2.7515e-10,0.89,0.115
13026,79934,COQ8B,coenzyme Q8B,2.8159e-13,0.722,0.423
13031,79944,L2HGDH,L-2-hydroxyglutarate dehydrogenase,4.2231e-05,0.653,0.462
13032,79947,DHDDS,dehydrodolichyl diphosphate synthase subunit,0.24533,0.468,0.885
13034,79949,PLEKHS1,pleckstrin homology domain containing S1,2.1435e-22,,
13037,79955,PDZD7,PDZ domain containing 7,7.6433e-10,0.659,0.385
13042,79961,DENND2D,DENN domain containing 2D,0.00081369,0.736,0.154
13049,79974,CPED1,cadherin like and PC-esterase domain containing 1,1.8689e-24,0.769,0.5
13058,79991,STN1,STN1 subunit of CST complex,2.295e-10,0.604,0.769
13060,80000,GREB1L,GREB1 like retinoic acid receptor coactivator,1,0.686,0.423
13063,80005,DOCK5,dedicator of cytokinesis 5,2.8994e-09,0.792,0.231
13071,80018,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",1,0.603,0.692
13075,80025,PANK2,pantothenate kinase 2,7.4034e-07,0.559,0.808
13077,80031,SEMA6D,semaphorin 6D,0.93948,0.7,0.385
13078,80034,CSRNP3,cysteine and serine rich nuclear protein 3,0.50018,0.805,0.192
13079,80036,TRPM3,transient receptor potential cation channel subfamily M member 3,5.6853e-07,0.663,0.769
13082,80055,PGAP1,post-GPI attachment to proteins inositol deacylase 1,3.1628e-08,0.65,0.423
13085,80067,DCAF17,DDB1 and CUL4 associated factor 17,3.74e-07,0.653,0.577
13091,80095,ZNF606,zinc finger protein 606,0.41765,0.792,0.192
13093,80114,BICC1,BicC family RNA binding protein 1,0.83685,0.636,0.577
13097,80122,MAP3K19,mitogen-activated protein kinase kinase kinase 19,1.7574e-22,0.78,0.269
13099,80125,CCDC33,coiled-coil domain containing 33,4.9566e-20,0.839,0.269
13100,80127,BBOF1,basal body orientation factor 1,1.0672e-16,0.89,0.192
13102,80129,CCDC170,coiled-coil domain containing 170,8.6099e-24,0.751,0.308
13108,80144,FRAS1,Fraser extracellular matrix complex subunit 1,3.0802e-45,0.56,0.577
13109,80145,THOC7,THO complex 7,0.0060818,1,0.038
13115,80153,EDC3,enhancer of mRNA decapping 3,0.026011,0.682,0.308
13116,80155,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",0.99578,0.7,0.423
13120,80169,CTC1,CST telomere replication complex component 1,1.6015e-11,0.601,0.538
13123,80176,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1,0.51982,0.722,0.577
13128,80184,CEP290,centrosomal protein 290,1.0549e-60,0.517,0.769
13129,80185,TTI2,TELO2 interacting protein 2,3.6074e-07,0.736,0.346
13134,80199,FUZ,fuzzy planar cell polarity protein,1.2613e-05,0.597,0.731
13136,80204,FBXO11,F-box protein 11,1,0.604,0.692
13139,80207,OPA3,outer mitochondrial membrane lipid metabolism regulator OPA3,0.5657,0.653,0.385
13140,80208,SPG11,"SPG11 vesicle trafficking associated, spatacsin",1.6013e-39,0.576,0.538
13143,80212,CCDC92,coiled-coil domain containing 92,0.29985,0.839,0.154
13153,80224,NUBPL,nucleotide binding protein like,1.0705e-05,0.67,0.423
13157,80232,WDR26,WD repeat domain 26,1,0.606,0.769
13162,80254,CEP63,centrosomal protein 63,6.2444e-25,0.666,0.5
13166,80262,C16orf70,chromosome 16 open reading frame 70,0.98056,0.931,0.038
13171,80271,ITPKC,inositol-trisphosphate 3-kinase C,0.15241,0.78,0.346
13177,80304,WDCP,WD repeat and coiled coil containing,0.0010242,0.89,0.115
13181,80308,FLAD1,flavin adenine dinucleotide synthetase 1,0.0093637,0.638,0.692
13182,80309,SPHKAP,"SPHK1 interactor, AKAP domain containing",0.93594,0.695,0.462
13183,80310,PDGFD,platelet derived growth factor D,0.0017145,0.579,0.538
13184,80311,KLHL15,kelch like family member 15,0.99422,0.805,0.192
13189,80317,ZKSCAN3,zinc finger with KRAB and SCAN domains 3,1.9697e-11,0.736,0.462
13195,80324,PUS1,pseudouridine synthase 1,0.0016656,0.695,0.462
13197,80326,WNT10A,Wnt family member 10A,4.1667e-09,0.547,0.731
13200,80331,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5,0.81216,0.653,0.5
13205,80339,PNPLA3,patatin like phospholipase domain containing 3,5.7409e-08,0.556,0.692
13211,80347,COASY,Coenzyme A synthase,8.0903e-10,0.551,0.654
13218,80700,UBXN6,UBX domain protein 6,5.4834e-06,0.931,0.154
13219,80704,SLC19A3,solute carrier family 19 member 3,0.1039,0.61,0.692
13220,80705,TSGA10,testis specific 10,0.10999,0.674,0.385
13223,80714,PBX4,PBX homeobox 4,5.2605e-05,0.839,0.231
13230,80731,THSD7B,thrombospondin type 1 domain containing 7B,2.6474e-19,0.89,0.154
13232,80737,VWA7,von Willebrand factor A domain containing 7,2.3119e-11,0.839,0.308
13241,80762,NDFIP1,Nedd4 family interacting protein 1,0.97747,0.716,0.462
13246,80774,LIMD2,LIM domain containing 2,0.16402,0.705,0.308
13248,80776,B9D2,B9 domain containing 2,5.2557e-05,0.606,0.577
13251,80781,COL18A1,collagen type XVIII alpha 1 chain,1.7414e-10,0.449,0.808
13253,80790,CMIP,c-Maf inducing protein,0.99999,0.682,0.577
13254,80816,ASXL3,ASXL transcriptional regulator 3,1,0.59,0.577
13257,80821,DDHD1,DDHD domain containing 1,0.902,0.716,0.423
13270,80856,LNPK,"lunapark, ER junction formation factor",0.00062151,0.716,0.346
13271,80862,ZNRD1ASP,"zinc ribbon domain containing 1 antisense, pseudogene",,0.691,0.538
13275,80895,ILKAP,ILK associated serine/threonine phosphatase,0.98116,0.821,0.115
13279,81027,TUBB1,tubulin beta 1 class VI,1.0217e-07,0.78,0.385
13282,81031,SLC2A10,solute carrier family 2 member 10,1.5672e-08,0.55,0.615
13286,81037,CLPTM1L,CLPTM1 like,4.3885e-05,0.551,0.654
13303,81494,CFHR5,complement factor H related 5,2.1117e-32,0.659,0.385
13304,81501,DCSTAMP,dendrocyte expressed seven transmembrane protein,1.8609e-06,0.722,0.346
13309,81539,SLC38A1,solute carrier family 38 member 1,0.93067,0.615,0.769
13313,81545,FBXO38,F-box protein 38,0.99879,0.792,0.115
13322,81558,FAM117A,family with sequence similarity 117 member A,5.9668e-05,,
13324,81562,LMAN2L,"lectin, mannose binding 2 like",1.9629e-11,0.641,0.385
13325,81563,C1orf21,chromosome 1 open reading frame 21,0.89204,0.89,0.154
13326,81565,NDEL1,nudE neurodevelopment protein 1 like 1,0.98351,0.666,0.462
13329,81570,CLPB,caseinolytic mitochondrial matrix peptidase chaperone subunit B,0.00049945,0.631,0.654
13330,81572,PDRG1,p53 and DNA damage regulated 1,0.00025916,0.76,0.231
13334,81578,COL21A1,collagen type XXI alpha 1 chain,5.2336e-24,0.861,0.154
13337,81603,TRIM8,tripartite motif containing 8,0.99438,0.588,0.731
13340,81607,NECTIN4,nectin cell adhesion molecule 4,0.8353,0.599,0.538
13341,81608,FIP1L1,factor interacting with PAPOLA and CPSF1,0.7889,0.575,0.577
13348,81617,CAB39L,calcium binding protein 39 like,6.3887e-05,0.769,0.192
13351,81620,CDT1,chromatin licensing and DNA replication factor 1,2.5825e-10,0.597,0.731
13355,81624,DIAPH3,diaphanous related formin 3,1.9877e-15,0.656,0.462
13360,81671,VMP1,vacuole membrane protein 1,0.96271,0.674,0.462
13361,81689,ISCA1,iron-sulfur cluster assembly 1,0.17085,0.792,0.231
13362,81693,AMN,amnion associated transmembrane protein,0.00026529,0.678,0.577
13364,81696,OR5V1,olfactory receptor family 5 subfamily V member 1,0.013153,0.769,0.385
13366,81704,DOCK8,dedicator of cytokinesis 8,1.487e-11,0.578,0.731
13367,81706,PPP1R14C,protein phosphatase 1 regulatory inhibitor subunit 14C,0.002032,0.861,0.115
13370,81790,RNF170,ring finger protein 170,0.51091,0.861,0.231
13372,81793,TLR10,toll like receptor 10,3.4787e-09,0.592,0.654
13373,81794,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,0.84288,0.641,0.5
13375,81797,OR12D3,olfactory receptor family 12 subfamily D member 3,0.0078534,0.743,0.385
13376,81831,NETO2,neuropilin and tolloid like 2,0.062704,0.78,0.192
13379,81839,VANGL1,VANGL planar cell polarity protein 1,0.020285,0.57,0.538
